status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.print_section,response.docs.print_page,response.docs.subsection_name,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Speaking in Jakarta, the pontiff said “mutual respect” was the key to harmony in the majority-Muslim country, where a pluralist tradition has been put to the test by extremist groups.",https://www.nytimes.com/2024/09/04/world/asia/pope-francis-indonesia-joko-widodo.html,"Speaking in Jakarta, the pontiff said “mutual respect” was the key to harmony in the majority-Muslim country, where a pluralist tradition has been put to the test by extremist groups.",Pope Francis on Wednesday praised Indonesia’s founding principles of unity in diversity in his first public address in the country but also stressed vigilance against intolerance and extremism.,The New York Times,,,2024-09-04T06:03:04+0000,article,Foreign,World,News,nyt://article/0193b5f9-498d-5a27-8cb7-9468d953ee3e,614,nyt://article/0193b5f9-498d-5a27-8cb7-9468d953ee3e,NA,NA,Asia Pacific,Pope Praises Indonesia’s ‘Delicate Balance’ of Unity in Diversity,NA,NA,NA,NA,NA,NA,By Emma Bubola,,NA,150930,780,71
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Over five seasons and three casts, the casting director Robert Sterne has helped turn the hit drama into a clearinghouse for some of Britain’s biggest stars.",https://www.nytimes.com/2022/11/16/arts/television/the-crown-new-cast-netflix.html,"Over five seasons and three casts, the casting director Robert Sterne has helped turn the hit drama into a clearinghouse for some of Britain’s biggest stars.","Few shows have made casting decisions more central to their appeal than “The Crown.” The plot twists are public record. The motifs are as old as time. The real-life characters, famous since birth, have generated enough biographies and magazine covers to fill several royal libraries.",The New York Times,,,2022-11-16T15:00:06+0000,article,Culture,Arts,News,nyt://article/01945e6a-fafe-57e0-b8f7-780cdda1c27c,1213,nyt://article/01945e6a-fafe-57e0-b8f7-780cdda1c27c,C,6,Television,How ‘The Crown’ Casts Its Royals,NA,NA,This Casting Director’s Mission Is Right Royal,NA,NA,NA,By Reggie Ugwu,,NA,150930,780,71
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The Islamic State is a shadow of its former self. But it’s likely to keep adapting and enduring, even after the U.S. raid that killed its top commander.",https://www.nytimes.com/2022/02/05/world/middleeast/isis-qurayshi-death.html,"The Islamic State is a shadow of its former self. But it’s likely to keep adapting and enduring, even after the U.S. raid that killed its top commander.","BEIRUT, Lebanon — For a man who sought to disappear, the leader of the Islamic State seemed to have done everything right.",The New York Times,,,2022-02-05T10:00:25+0000,article,Foreign,World,News,nyt://article/01946c45-7b8e-5c27-b580-5bb74c359e8f,1253,nyt://article/01946c45-7b8e-5c27-b580-5bb74c359e8f,A,11,Middle East,"Leader’s Death Is Another Blow for ISIS, but It’s Hardly the End",NA,NA,"A Leader’s Death Deals Another Blow, but a Weakened ISIS Is Still Adapting",NA,NA,NA,By Ben Hubbard,,NA,150930,780,71
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Addressing new citizens on Ellis Island, the attorney general emphasized that all Americans are equal under the law.",https://www.nytimes.com/2022/09/17/us/politics/garland-trump-immigrants.html,"Addressing new citizens on Ellis Island, the attorney general emphasized that all Americans are equal under the law.","An emotional Attorney General Merrick B. Garland addressed new citizens on Saturday at Ellis Island, the site of his family’s American origin story, and warned that the country had become dangerously divided by political factionalism, which has imperiled the democracy and the rule of law.",The New York Times,,,2022-09-17T19:32:23+0000,article,Washington,U.S.,News,nyt://article/01958867-6b3c-5b2e-a531-546f7b654dc7,880,nyt://article/01958867-6b3c-5b2e-a531-546f7b654dc7,A,29,Politics,"As Trump Inquiry Heats Up, Garland Says Divisions Imperil the Rule of Law",NA,NA,"Divisions Imperil Democracy, Garland Warns New Citizens",NA,NA,NA,By Glenn Thrush,,NA,150930,780,71
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,The quake that toppled hundreds of buildings on the island of Java also blocked roads needed to get medical help to victims.,https://www.nytimes.com/2022/11/21/world/asia/indonesia-earthquake-java-photos.html,The quake that toppled hundreds of buildings on the island of Java also blocked roads needed to get medical help to victims.,"Not long after a powerful quake hit West Java, Indonesia, on Monday, disaster began to pile upon disaster.",The New York Times,,,2022-11-21T22:43:36+0000,article,Foreign,World,News,nyt://article/01963ccc-4ee9-5878-9b2e-f59cc6312d5f,550,nyt://article/01963ccc-4ee9-5878-9b2e-f59cc6312d5f,NA,NA,Asia Pacific,Disaster Upon Disaster: Photos Show Toll of Indonesia Earthquake,NA,NA,NA,NA,NA,NA,By The New York Times,,The New York Times,150930,780,71
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Even if Recep Tayyip Erdogan is dethroned, his political project is going nowhere.",https://www.nytimes.com/2023/05/11/opinion/turkey-election-erdogan.html,"Even if Recep Tayyip Erdogan is dethroned, his political project is going nowhere.","The Turkish opposition has never been as hopeful as it is today. Despite the many difficulties of the past two decades, never have so many factors lined up against President Recep Tayyip Erdogan and his Justice and Development Party, or A.K.P.",The New York Times,,,2023-05-11T05:00:06+0000,article,OpEd,Opinion,Op-Ed,nyt://article/01968d6e-ed08-5063-9a68-85cd38fb5ff0,995,nyt://article/01968d6e-ed08-5063-9a68-85cd38fb5ff0,A,20,NA,"Whatever Happens Next, Turkey Is in Trouble",Guest Essay,NA,"Even if Erdogan Loses the Election, Turkey Is in Trouble",NA,NA,NA,By Cihan Tugal,,NA,150930,780,71
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"At the World Economic Forum, the provocative filmmaker received a warm reception for his film promoting nuclear power.",https://www.nytimes.com/2023/01/18/business/dealbook/oliver-stone-nuclear-davos-wef.html,"At the World Economic Forum, the provocative filmmaker received a warm reception for his film promoting nuclear power.","Amid the crowd gathered at the World Economic Forum, Oliver Stone — an unexpected attendee — easily stands out. The filmmaker behind “Wall Street” and “Platoon” has a history of jabbing the political, business and social elite with projects that advance controversial ideas: Think about his films focused on Vladimir Putin, Edward Snowden, John F. Kennedy and more.",The New York Times,,,2023-01-18T13:07:33+0000,article,Business,Business Day,News,nyt://article/01977fb9-6a67-57e7-92b6-b866abd3ac35,1933,nyt://article/01977fb9-6a67-57e7-92b6-b866abd3ac35,NA,NA,DealBook,Oliver Stone Goes Nuclear at Davos,DealBook Newsletter,NA,NA,NA,NA,NA,"By Andrew Ross Sorkin, Ravi Mattu, Bernhard Warner, Sarah Kessler, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",,NA,150930,790,63
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,Kamala Harris is camped out at a Pittsburgh hotel. Donald Trump is being peppered informally by aides. Both sides share the same belief about why the debate is so crucial.,https://www.nytimes.com/2024/09/07/us/politics/trump-harris-debate-prep.html,Kamala Harris is camped out at a Pittsburgh hotel. Donald Trump is being peppered informally by aides. Both sides share the same belief about why the debate is so crucial.,"Vice President Kamala Harris is holed up for five days in a Pittsburgh hotel, doing highly choreographed debate practice sessions ahead of Tuesday night’s clash. There’s a stage and replica TV lighting and an adviser in full Lee Strasberg method-acting mode, not just playing Donald J. Trump but inhabiting him, wearing a boxy suit and a long tie.",The New York Times,,,2024-09-07T09:04:33+0000,article,Politics,U.S.,News,nyt://article/019821b5-6ae0-512b-b1d7-4d85762b2a32,1630,nyt://article/019821b5-6ae0-512b-b1d7-4d85762b2a32,A,1,Politics,"Inside the Trump-Harris Debate Prep: Method Acting, Insults, Tough Questions",NA,NA,Rehearsal Stage And Some improv Ahead of Debate,NA,NA,NA,"By Jonathan Swan, Maggie Haberman, Katie Rogers and Reid J. Epstein",,NA,150930,790,63
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Corrections that appeared in print on Saturday, Nov. 23, 2024.",https://www.nytimes.com/2024/11/23/pageoneplus/corrections-nov-23-2024.html,"Corrections that appeared in print on Saturday, Nov. 23, 2024.","An article this weekend on Page 10 about late-night host Johnny Carson incorrectly quoted part of a line from a famous Johnny Carson quip. The joke goes, “Half the marriages end in divorce — and then there are the unhappy ones,” not “and then there are the happy ones.”",The New York Times,,,2024-11-23T05:30:02+0000,article,Corrections,Corrections,Correction,nyt://article/01991354-848e-5ee2-aae6-51662bb751f0,106,nyt://article/01991354-848e-5ee2-aae6-51662bb751f0,A,21,NA,"Corrections: Nov. 23, 2024",NA,NA,Corrections,NA,NA,NA,NA,,NA,150930,790,63
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"San Diego’s Austin Nola delivered a huge hit against Philadelphia’s Aaron Nola in Game 2 of the N.L.C.S. For their nervous (and well-traveled) parents, that was good and bad.",https://www.nytimes.com/2022/10/20/sports/baseball/nola-brothers-nlcs.html,"San Diego’s Austin Nola delivered a huge hit against Philadelphia’s Aaron Nola in Game 2 of the N.L.C.S. For their nervous (and well-traveled) parents, that was good and bad.","SAN DIEGO — The game was over and another flight awaited. This one was a red-eye, and maybe there could be some shut-eye after another exhilarating afternoon of high-wire baseball, lead changes and momentum shifts.",The New York Times,,,2022-10-20T11:24:32+0000,article,Sports,Sports,News,nyt://article/01999ec9-3999-502c-9654-b3356b7f5462,1351,nyt://article/01999ec9-3999-502c-9654-b3356b7f5462,B,10,Baseball,The Nola Brothers Are Keeping Their Parents on the Move,NA,NA,"It’s Bragging Rights for the Brothers, and Baggage Claims for the Parents",NA,NA,NA,By Scott Miller,,NA,150930,790,63
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The decision is likely to affect thousands of mail-in ballots among the millions that will be cast in Pennsylvania, a pivotal 2024 swing state.",https://www.nytimes.com/2024/10/23/us/politics/pennsylvania-provisional-votes.html,"The decision is likely to affect thousands of mail-in ballots among the millions that will be cast in Pennsylvania, a pivotal 2024 swing state.",The Pennsylvania Supreme Court ruled on Wednesday that voters who submit mail-in ballots that are rejected for not following procedural directions can still cast provisional ballots.,The New York Times,,,2024-10-24T01:23:14+0000,article,Politics,U.S.,News,nyt://article/0199c19d-f4ba-5762-84ca-99d014e5983a,422,nyt://article/0199c19d-f4ba-5762-84ca-99d014e5983a,NA,NA,Politics,Pennsylvania Supreme Court Allows Provisional Votes After Mail Ballot Rejections,NA,NA,NA,NA,NA,NA,By Simon J. Levien,,NA,150930,790,63
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,Washington now sees Benjamin Netanyahu as the chief obstacle.,https://www.nytimes.com/2024/08/16/briefing/gaza-cease-fire-negotiations.html,Washington now sees Benjamin Netanyahu as the chief obstacle.,"For weeks, the White House said the stars were aligned for a cease-fire agreement that would free the hostages held in Gaza. The framework of a deal first announced by President Biden has been in place since July. Since then, a phalanx of American officials has traveled frequently to the region, pushing Israel and Hamas to sign on. So far, they have failed.",The New York Times,,,2024-08-16T10:39:15+0000,article,NYTNow,Briefing,briefing,nyt://article/0199cc9b-9dca-546c-bbde-866bf6e870ec,1851,nyt://article/0199cc9b-9dca-546c-bbde-866bf6e870ec,NA,NA,NA,What’s Stopping a Deal in Gaza?,NA,NA,NA,NA,NA,NA,By Julian E. Barnes,,NA,150930,790,63
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The first of four criminal trials Donald Trump is facing is set to begin late next month, but his inner circle sees a silver lining in the timing.",https://www.nytimes.com/2024/02/16/us/politics/trump-criminal-trials-campaign.html,"The first of four criminal trials Donald Trump is facing is set to begin late next month, but his inner circle sees a silver lining in the timing.","For all their bluster, nobody in Donald J. Trump’s political inner circle actually thinks a criminal conviction will help him with the independent voters and suburban women who lost him the presidency in 2020.",The New York Times,,,2024-02-16T10:07:00+0000,article,Politics,U.S.,News,nyt://article/019a11e7-ad8f-5602-bb25-c4969702fd9b,1131,nyt://article/019a11e7-ad8f-5602-bb25-c4969702fd9b,A,13,Politics,Trial Will Test Trump’s Limits of Reaping Political Gain From Legal Woes,political memo,NA,Trial Will Test Trump’s Ability To Reap Gain From Legal Woes,NA,NA,NA,By Maggie Haberman and Jonathan Swan,,NA,150930,790,63
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"In this film a young woman searching for her missing sister infiltrates a gang, but the focus is diffuse and the promised thriller never materializes.",https://www.nytimes.com/2023/06/15/movies/cadejo-blanco-review-negotiating-guatemalan-street-life.html,"In this film a young woman searching for her missing sister infiltrates a gang, but the focus is diffuse and the promised thriller never materializes.","The description of “Cadejo Blanco,” directed by Justin Lerner, reads like a thriller: After her sister disappears, a young Guatemalan woman infiltrates a gang to try to find her. But there are few thrills in the film, which moves slowly and with too much ease through the world of Guatemalan gangs. It’s beautifully shot and gives an authentic view of street life there, but the characters’ journeys are not sufficiently developed, and the resolutions feel unearned.",The New York Times,,,2023-06-15T11:00:12+0000,article,Weekend,Movies,Review,nyt://article/019a2268-03e9-5d1b-b522-80b270554828,272,nyt://article/019a2268-03e9-5d1b-b522-80b270554828,C,6,NA,‘Cadejo Blanco’ Review: Negotiating Guatemalan Street Life,NA,NA,Cadejo Blanco,NA,NA,NA,By Concepción de León,,NA,150930,790,63
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,“Once Upon a One More Time” plans to open on Broadway next summer.,https://www.nytimes.com/2022/12/02/theater/britney-spears-once-upon-one-more-time-broadway.html,“Once Upon a One More Time” plans to open on Broadway next summer.,"“Once Upon a One More Time,” a new musical combining songs popularized by Britney Spears with a revisionist take on classic fairy tales, plans to open on Broadway next summer.",The New York Times,,,2022-12-02T14:00:11+0000,article,Culture,Theater,News,nyt://article/019a5511-4423-5bdc-8d3f-bef811935faa,411,nyt://article/019a5511-4423-5bdc-8d3f-bef811935faa,C,6,NA,"Doing It Again: Spears Songs and Fairy Tale Characters, Now for Broadway",NA,NA,Songs by Spears Headed to Broadway,NA,NA,NA,By Michael Paulson,,NA,150930,790,63
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,The departure of the TV host Stan Grant has set off a conversation about race and racism in the country’s media industry.,https://www.nytimes.com/2023/05/26/world/australia/different-standards-the-struggle-of-indigenous-journalists-in-australia.html,The departure of the TV host Stan Grant has set off a conversation about race and racism in the country’s media industry.,"This week, I wrote about the conversation about race and racism in the Australian media industry that had been set off by the announcement from Stan Grant that he would step back from his television hosting duties. Mr. Grant, one of Australia’s most high-profile journalists, said that he and his family had received “relentless” racial abuse after he spoke about colonial-era violence as part of the Australian Broadcasting Corporation’s coverage of the coronation of King Charles III.",The New York Times,,,2023-05-26T08:13:30+0000,article,Foreign,World,News,nyt://article/019a771b-a12f-50d5-850e-7f9ffdec6a18,1181,nyt://article/019a771b-a12f-50d5-850e-7f9ffdec6a18,NA,NA,Australia,‘Different Standards’: The Struggle of Indigenous Journalists in Australia,letter 308,NA,NA,NA,NA,NA,By Yan Zhuang,,NA,150930,790,63
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,The United States and Canada face off in the gold medal game for women’s hockey.,https://www.nytimes.com/2022/02/16/sports/olympics/watch-skiing-womens-hockey.html,The United States and Canada face off in the gold medal game for women’s hockey.,"The U.S. broadcast coverage of the 2022 Winter Games continues on Wednesday with medal events in Alpine skiing and women’s hockey, as curling continues. All times are Eastern.",The New York Times,,,2022-02-16T23:02:20+0000,article,Sports,Sports,News,nyt://article/019aab7d-a248-533f-89c9-3708c24514d9,270,nyt://article/019aab7d-a248-533f-89c9-3708c24514d9,NA,NA,Olympics,U.S. prime-time broadcast coverage includes medal events in Alpine skiing and women’s hockey.,NA,NA,NA,NA,NA,NA,By Lauren McCarthy,,NA,150930,800,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"These shows explore the psychology of cult leaders and their victims, as well as how cultish thinking can bleed into our everyday lives.",https://www.nytimes.com/2023/03/20/arts/podcasts-cults-nxivm-manson.html,"These shows explore the psychology of cult leaders and their victims, as well as how cultish thinking can bleed into our everyday lives.","Cults are ideal podcast fodder: psychologically rich human stories that combine elements of true crime, mystery and social history, and are often best told in long-form style. It’s been theorized that cults tend to proliferate during times of significant uncertainty and flux, which might explain why the public appetite for these stories remains so robust.",The New York Times,,,2023-03-20T12:00:05+0000,article,Arts&Leisure,Arts,News,nyt://article/019b50cf-b06a-52b2-be45-daba546e920d,1015,nyt://article/019b50cf-b06a-52b2-be45-daba546e920d,AR,5,NA,6 Podcasts About Cults and Their Enduring Sinister Attraction,NA,NA,Why Certain Groups Have a Sinister Attraction,NA,NA,NA,By Emma Dibdin,,NA,150930,800,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,Answer keys for all the non-contest Puzzle Mania puzzles.,https://www.nytimes.com/2022/12/18/crosswords/super-seven-search-and-variety-puzzle-answers.html,Answer keys for all the non-contest Puzzle Mania puzzles.,This puzzle is on the cover of the section.,The New York Times,,,2022-12-18T11:00:04+0000,article,National,Crosswords & Games,News,nyt://article/019b5378-4000-5f36-85bd-3840b9bf0c66,374,nyt://article/019b5378-4000-5f36-85bd-3840b9bf0c66,NA,NA,NA,Super Seven Search and Variety Puzzle Answers,NA,NA,NA,NA,NA,NA,By New York Times Games,,The New York Times,150930,800,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,The team has spent months trying to determine what is wrong with its underperforming car. The search continues.,https://www.nytimes.com/2024/05/23/sports/autoracing/f1-mercedes-team-challenges.html,The team has spent months trying to determine what is wrong with its underperforming car. The search continues.,The once all-conquering Mercedes-AMG Petronas F1 team is in a rut.,International New York Times,,,2024-05-23T14:19:51+0000,article,SpecialSections,Sports,News,nyt://article/019b8841-6b2b-50c6-9003-71527e037be7,1011,nyt://article/019b8841-6b2b-50c6-9003-71527e037be7,A,11,Auto Racing,"Mercedes, Which Dominated F1 for Almost a Decade, Struggles to Catch Up",NA,NA,Mercedes faces a bumpy road,NA,NA,NA,By Phillip Horton,,NA,150930,800,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Dong Yuyu, who has written articles critical of the Communist Party, was arrested in 2022 while having lunch with a Japanese diplomat.",https://www.nytimes.com/2024/11/29/world/asia/china-journalist-dong-yuyu.html,"Dong Yuyu, who has written articles critical of the Communist Party, was arrested in 2022 while having lunch with a Japanese diplomat.","A Chinese court sentenced a high-ranking editor and columnist for a major Communist Party newspaper to seven years in prison on espionage charges on Friday. His family said it was punishment for past writings that were critical of the government, as well as a warning to Chinese citizens against engaging with foreigners.",The New York Times,,,2024-11-29T05:24:09+0000,article,Foreign,World,News,nyt://article/019c3d2b-2a6e-5800-a1e6-8812b9f90db9,849,nyt://article/019c3d2b-2a6e-5800-a1e6-8812b9f90db9,A,4,Asia Pacific,Chinese Court Sentences Journalist to 7 Years in Prison for Espionage,NA,NA,Chinese Editor Is Sentenced To 7-Year Term For Espionage,NA,NA,NA,By Vivian Wang,,NA,150930,800,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"A Brazilian Supreme Court justice said that because Elon Musk controlled both X and Starlink, one company was responsible for the fines of the other.",https://www.nytimes.com/2024/09/13/world/americas/brazil-musk-x-starlink.html,"A Brazilian Supreme Court justice said that because Elon Musk controlled both X and Starlink, one company was responsible for the fines of the other.","Brazil’s Supreme Court had a problem: X, the social network owned by Elon Musk, was not paying fines and had already been blocked across the nation. ",The New York Times,,,2024-09-13T20:10:24+0000,article,Foreign,World,News,nyt://article/019cc577-cf26-51e6-aba9-14c984f884cc,416,nyt://article/019cc577-cf26-51e6-aba9-14c984f884cc,NA,NA,Americas,Brazilian Court Makes One Musk Company Pay Fines of Another,NA,NA,NA,NA,NA,NA,By Jack Nicas,,NA,150930,800,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Look closely at this image, stripped of its caption, and join the moderated conversation about what you and other students see.",https://www.nytimes.com/2024/02/11/learning/whats-going-on-in-this-picture-feb-12-2024.html,"Look closely at this image, stripped of its caption, and join the moderated conversation about what you and other students see.","1. After looking closely at the image above (or at the full-size image), think about these three questions:",The New York Times,,,2024-02-11T13:00:02+0000,article,Learning,The Learning Network,News,nyt://article/019cead8-f30b-54e6-a88d-a048412fc614,565,nyt://article/019cead8-f30b-54e6-a88d-a048412fc614,NA,NA,NA,"What’s Going On in This Picture? | Feb. 12, 2024",NA,NA,NA,NA,NA,NA,By The Learning Network,,The Learning Network,150930,800,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,Readers discuss a column by Maureen Dowd critical of the president. Also: Serving gay people; faith communities; Indiana Jones; Ron DeSantis and Goofy.,https://www.nytimes.com/2023/07/12/opinion/letters/hunter-biden-daughter.html,Readers discuss a column by Maureen Dowd critical of the president. Also: Serving gay people; faith communities; Indiana Jones; Ron DeSantis and Goofy.,To the Editor:,The New York Times,,,2023-07-12T14:58:03+0000,article,Letters,Opinion,Letter,nyt://article/019d46f2-30e5-557f-b11c-06367c970d39,1095,nyt://article/019d46f2-30e5-557f-b11c-06367c970d39,A,23,Letters,How the Bidens Treat Hunter’s Daughter,letters,NA,How the Bidens Treat Hunter’s Daughter,NA,NA,NA,NA,,NA,150930,800,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Antony J. Blinken, the U.S. secretary of state, said he had warned the leaders of both nations over violence in the east of the Democratic Republic of Congo.",https://www.nytimes.com/2022/08/11/world/africa/blinken-rwanda-congo.html,"Antony J. Blinken, the U.S. secretary of state, said he had warned the leaders of both nations over violence in the east of the Democratic Republic of Congo.","KIGALI, Rwanda — Secretary of State Antony J. Blinken said on Thursday that he had urged the leaders of Rwanda and the Democratic Republic of Congo to end their support for militias in eastern Congo, warning that continuing to back the groups threatened stability across the Great Lakes region of Africa.",The New York Times,,,2022-08-11T14:53:55+0000,article,Foreign,World,News,nyt://article/019d4f34-9a3f-518c-b782-9f9d1571a325,1091,nyt://article/019d4f34-9a3f-518c-b782-9f9d1571a325,A,7,Africa,Blinken Urges Rwanda and Congo to End Support for Warring Militias,NA,NA,Blinken Urges An End to Aid For Fighters In East Congo,NA,NA,NA,By Edward Wong,,NA,150930,800,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,The latest updates on the invasion and an explanation of how California gas prices could be affected.,https://www.nytimes.com/2022/02/25/us/california-ukraine-russia.html,The latest updates on the invasion and an explanation of how California gas prices could be affected.,"Thursday was Day 1 of the first major land war in Europe in decades. The Russian invasion of Ukraine is a grim, unsettling development and one that has, rightfully, eclipsed the local stories typically highlighted in this newsletter.",The New York Times,,,2022-02-25T13:48:42+0000,article,National,U.S.,briefing,nyt://article/019e99e1-8f56-58ff-b897-334c68e63652,1218,nyt://article/019e99e1-8f56-58ff-b897-334c68e63652,NA,NA,NA,How California Could Be Affected by the Ukraine-Russia Conflict,California Today,NA,NA,NA,NA,NA,By Soumya Karlamangla,,NA,150930,800,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,President Biden went to Asia with a diplomatic to-do list. But he also wanted to show he remains up to the rigors of globe-trotting statesmanship.,https://www.nytimes.com/2023/09/11/world/asia/biden-age.html,President Biden went to Asia with a diplomatic to-do list. But he also wanted to show he remains up to the rigors of globe-trotting statesmanship.,"On the 13th hour of the third day of a two-country trip, President Biden stepped onstage at a news conference in Vietnam and bid reporters there a good evening.",The New York Times,,,2023-09-11T08:44:37+0000,article,Foreign,World,News,nyt://article/019eb230-8884-50b8-b2f1-dfbecc85033f,1248,nyt://article/019eb230-8884-50b8-b2f1-dfbecc85033f,A,8,Asia Pacific,"‘It Is Evening, Isn’t It?’ An 80-Year-Old President’s Whirlwind Trip.",NA,NA,Whirlwind Trip for 80-Year-Old President,NA,NA,NA,By Katie Rogers,,NA,150930,810,51
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,Columbia University is at the center of a growing showdown over the war in Gaza and the limits of free speech.,https://www.nytimes.com/2024/04/25/podcasts/the-daily/the-crackdown-on-student-protesters.html,Columbia University is at the center of a growing showdown over the war in Gaza and the limits of free speech.,"Columbia University has become the epicenter of a growing showdown between student protesters, college administrators and Congress over the war in Gaza and the limits of free speech.",The New York Times,,,2024-04-25T10:00:07+0000,article,Podcasts,Podcasts,News,nyt://article/019f0515-08b2-5f7b-8355-b55c77febfdf,348,nyt://article/019f0515-08b2-5f7b-8355-b55c77febfdf,NA,NA,The Daily,The Crackdown on Student Protesters,NA,NA,NA,NA,NA,NA,"By Michael Barbaro, Nicholas Fandos, Sydney Harper, Asthaa Chaturvedi, Olivia Natt, Nina Feldman, Summer Thomad, Michael Simon Johnson, Devon Taylor, Lisa Chow, Marion Lozano, Dan Powell and Chris Wood",,NA,150930,810,51
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,A salute to the British designer who made Sixties fashion swing.,https://www.nytimes.com/2023/04/13/style/mary-quant-photos.html,A salute to the British designer who made Sixties fashion swing.,"Mary Quant was one of the best-known designers of the Swinging Sixties, a creative and commercial trailblazer who put London fashion on the world map.",The New York Times,,,2023-04-13T16:11:20+0000,article,Styles,Style,News,nyt://article/019f4033-8c5a-5e14-8d1f-af93436c3486,226,nyt://article/019f4033-8c5a-5e14-8d1f-af93436c3486,NA,NA,NA,Why Mary Quant Mattered,NA,NA,NA,NA,NA,NA,By Elizabeth Paton,,NA,150930,810,51
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The dominance of right-wing ideas in France’s presidential election campaign follows years of cultural wars waged successfully by conservatives on television, in social media and in think tanks.",https://www.nytimes.com/2022/04/06/world/europe/france-presidential-election-far-right.html,"The dominance of right-wing ideas in France’s presidential election campaign follows years of cultural wars waged successfully by conservatives on television, in social media and in think tanks.","PARIS — With just days to go before the first round of France’s presidential election, President Emmanuel Macron is still the odds-on favorite to make it through the political juggernaut and win a second term. But even if he does succeed, and before a single ballot is cast, another clear winner has already emerged from the race.",The New York Times,,,2022-04-06T13:04:06+0000,article,Foreign,World,News,nyt://article/01a0274b-e979-59b7-ba6f-adc2cbbf068a,1458,nyt://article/01a0274b-e979-59b7-ba6f-adc2cbbf068a,A,4,Europe,"Even Before France Votes, the French Right Is a Big Winner",NA,NA,"Even Before the Vote, the French Right Is a Big Winner",NA,NA,NA,By Norimitsu Onishi and Constant Méheut,,NA,150930,810,51
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Unceremoniously abandoned in a national park for decades, they had become an unofficial attraction. There is a plan to relocate them to a storage facility, away from public view.",https://www.nytimes.com/2022/08/25/us/capitol-stones-moved-storage.html,"Unceremoniously abandoned in a national park for decades, they had become an unofficial attraction. There is a plan to relocate them to a storage facility, away from public view.","For decades, hundreds of stones that were once part of the United States Capitol Building were abandoned behind a maintenance facility off an unmarked trail at a park in Washington, D.C., delighting visitors.",The New York Times,,,2022-08-25T13:02:07+0000,article,Express,U.S.,News,nyt://article/01a0baa6-1935-5102-b2c7-fc29b61e51c7,618,nyt://article/01a0baa6-1935-5102-b2c7-fc29b61e51c7,A,8,NA,These Stones Graced the Capitol. They May Soon Be Removed From a Park.,NA,NA,Historic Stones From Capitol Will Be Moved Into Storage,NA,NA,NA,By Christine Chung,,NA,150930,810,51
